                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    118,                 1.5441,                 1.2979,                 1.0602,                0.43529,                0.34377,                0.34265,                0.20051,                 1.4632,                 1.2077,                 1.0493,              0.0042085,              0.0042085,              0.0042085
                    119,                 1.5532,                 1.3061,                 1.0647,                0.43819,                0.34293,                0.34386,                0.20121,                 1.4625,                 1.2066,                 1.0492,               0.004159,               0.004159,               0.004159
                    120,                 1.5493,                 1.3029,                 1.0592,                0.43477,                0.34361,                 0.3437,                0.20091,                 1.4626,                 1.2073,                  1.049,              0.0041095,              0.0041095,              0.0041095
                    121,                 1.5562,                  1.308,                 1.0613,                0.43956,                0.34135,                0.34379,                0.20069,                 1.4624,                 1.2066,                 1.0487,                0.00406,                0.00406,                0.00406
                    122,                 1.5499,                 1.2987,                 1.0629,                0.44039,                0.34189,                0.34469,                0.20098,                 1.4622,                  1.206,                 1.0486,              0.0040105,              0.0040105,              0.0040105
                    123,                 1.5488,                 1.2978,                 1.0631,                0.44316,                0.34004,                0.34555,                 0.2015,                 1.4621,                 1.2054,                 1.0485,               0.003961,               0.003961,               0.003961
                    124,                  1.547,                 1.3014,                 1.0654,                0.44559,                0.33869,                0.34595,                0.20189,                  1.462,                 1.2046,                 1.0484,              0.0039115,              0.0039115,              0.0039115
                    125,                 1.5455,                 1.3003,                 1.0594,                0.44802,                0.33872,                0.34625,                0.20223,                 1.4619,                 1.2037,                 1.0484,               0.003862,               0.003862,               0.003862
                    126,                  1.548,                 1.2955,                 1.0602,                0.44743,                0.33845,                0.34661,                0.20271,                 1.4616,                 1.2033,                 1.0482,              0.0038125,              0.0038125,              0.0038125
                    127,                 1.5452,                 1.2937,                 1.0624,                0.44655,                0.34094,                0.34688,                0.20307,                 1.4615,                 1.2033,                 1.0483,               0.003763,               0.003763,               0.003763
                    128,                 1.5521,                 1.3021,                 1.0588,                0.45026,                0.34014,                0.34739,                0.20321,                 1.4619,                 1.2026,                 1.0483,              0.0037135,              0.0037135,              0.0037135
                    129,                 1.5575,                 1.2967,                 1.0589,                0.44405,                0.34258,                 0.3472,                0.20318,                 1.4614,                 1.2018,                 1.0482,               0.003664,               0.003664,               0.003664
                    130,                 1.5456,                 1.2896,                 1.0562,                0.44403,                0.34207,                0.34748,                0.20334,                 1.4614,                  1.202,                 1.0482,              0.0036145,              0.0036145,              0.0036145
                    131,                 1.5389,                  1.289,                 1.0601,                0.44476,                0.34224,                0.34799,                0.20346,                 1.4607,                  1.202,                 1.0479,               0.003565,               0.003565,               0.003565
                    132,                 1.5406,                 1.2828,                 1.0567,                0.44524,                0.34069,                0.34758,                0.20341,                 1.4603,                 1.2009,                 1.0477,              0.0035155,              0.0035155,              0.0035155
                    133,                 1.5366,                 1.2782,                 1.0579,                0.44641,                0.34155,                0.34785,                0.20345,                 1.4599,                 1.2006,                 1.0476,               0.003466,               0.003466,               0.003466
                    134,                  1.543,                 1.2884,                   1.06,                0.44774,                0.34126,                0.34755,                0.20322,                 1.4599,                 1.2004,                 1.0474,              0.0034165,              0.0034165,              0.0034165
                    135,                 1.5487,                  1.289,                 1.0588,                0.44778,                0.34243,                0.34814,                0.20344,                 1.4598,                 1.1999,                 1.0474,               0.003367,               0.003367,               0.003367
                    136,                  1.547,                 1.2954,                 1.0612,                0.45085,                0.34418,                 0.3485,                0.20354,                 1.4588,                 1.1987,                 1.0472,              0.0033175,              0.0033175,              0.0033175
                    137,                 1.5423,                 1.2823,                 1.0575,                0.44728,                0.34577,                0.34847,                0.20369,                 1.4585,                 1.1986,                 1.0471,               0.003268,               0.003268,               0.003268
                    138,                 1.5411,                 1.2809,                 1.0572,                0.44951,                0.34591,                0.34877,                0.20369,                 1.4584,                 1.1981,                 1.0471,              0.0032185,              0.0032185,              0.0032185
